補充搜尋關鍵詞,學校代碼,學校名稱,學校簡稱,學系代碼,學系名稱,學系簡稱,學群類別,招生名額可填志願數,學群類別代碼,學校學群類別,術科考試,國文檢定,英文檢定,數學A檢定,數學B檢定,社會檢定,自然檢定,大考英聽檢定,術科項目1檢定,術科項目2檢定,術科項目3檢定,術科項目4檢定,術科項目5檢定
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2316,化學系,化學系,第二類學群,9,2,23-2,--,--,--,均標,--,--,均標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2317,智慧車輛工程學系,智車系,第二類學群,9,2,23-2,--,均標,均標,前標,--,--,前標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2318,機電工程學系,機電系,第二類學群,9,2,23-2,--,均標,均標,前標,--,--,均標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2319,電機工程學系,電機系,第二類學群,9,2,23-2,--,--,均標,均標,--,--,均標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2320,電子工程學系,電子系,第二類學群,9,2,23-2,--,均標,均標,前標,--,--,前標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2321,資訊工程學系,資工系,第二類學群,9,2,23-2,--,均標,均標,前標,--,--,前標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2322,生物學系,生物系,第三類學群,1,3,23-3,--,--,--,--,--,--,均標,--,,,,,
"彰化師範大學,彰師",23,國立彰化師範大學,彰師大,2323,美術學系,美術系,第五類學群,1,5,23-5,--,均標,均標,--,--,均標,--,--,,,,,
,26,中山醫學大學,中山醫,2601,應用外國語言學系,應外系,第一類學群,3,1,26-1,--,--,均標,--,--,--,--,--,,,,,
,26,中山醫學大學,中山醫,2602,醫學社會暨社會工作學系,醫社系,第一類學群,3,1,26-1,--,均標,--,--,--,均標,--,--,,,,,
,26,中山醫學大學,中山醫,2603,醫療產業科技管理學系,醫管系,第一類學群,3,1,26-1,--,後標,均標,--,後標,--,--,--,,,,,
,26,中山醫學大學,中山醫,2604,醫學資訊學系,醫資系,第二類學群,1,2,26-2,--,--,後標,後標,--,--,--,--,,,,,
,26,中山醫學大學,中山醫,2605,物理治療學系,物治系,第三類學群,16,3,26-3,--,--,均標,--,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2606,職能治療學系,職治系,第三類學群,16,3,26-3,--,均標,均標,底標,後標,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2607,語言治療與聽力學系語言治療組,語聽語言組,第三類學群,16,3,26-3,--,均標,均標,後標,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2608,語言治療與聽力學系聽力組,語聽系聽力,第三類學群,16,3,26-3,--,均標,均標,後標,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2609,生物醫學科學學系,生醫系,第三類學群,16,3,26-3,--,--,--,後標,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2610,視光學系,視光系,第三類學群,16,3,26-3,--,--,後標,--,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2611,醫學影像暨放射科學系,醫影系,第三類學群,16,3,26-3,--,--,均標,後標,後標,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2612,心理學系,心理系,第三類學群,16,3,26-3,--,後標,均標,後標,--,--,--,--,,,,,
,26,中山醫學大學,中山醫,2613,營養學系(A組),營養系A組,第三類學群,16,3,26-3,--,--,後標,--,--,--,後標,--,,,,,
,26,中山醫學大學,中山醫,2614,營養學系(B組 ),營養系B組,第三類學群,16,3,26-3,--,後標,後標,--,--,--,--,--,,,,,
,26,中山醫學大學,中山醫,2615,職業安全衛生學系,職安系,第三類學群,16,3,26-3,--,底標,底標,--,--,--,底標,--,,,,,
,26,中山醫學大學,中山醫,2616,醫學應用化學系,醫化系,第三類學群,16,3,26-3,--,--,--,後標,--,--,後標,--,,,,,
,26,中山醫學大學,中山醫,2617,健康產業科技管理學系,健產系,第三類學群,16,3,26-3,--,底標,底標,--,--,--,底標,--,,,,,
,26,中山醫學大學,中山醫,2618,護理學系,護理系,第三類學群,16,3,26-3,--,後標,後標,--,--,--,後標,--,,,,,
,26,中山醫學大學,中山醫,2619,醫學檢驗暨生物技術學系,醫技系,第三類學群,16,3,26-3,--,--,均標,--,--,--,均標,--,,,,,
,26,中山醫學大學,中山醫,2620,公共衛生學系,公衛系,第三類學群,16,3,26-3,--,--,後標,--,--,--,--,--,,,,,
,26,中山醫學大學,中山醫,2621,醫學系,醫學系,第八類學群,1,8,26-8,--,頂標,頂標,頂標,--,--,頂標,--,,,,,
,26,中山醫學大學,中山醫,2622,牙醫學系,牙醫系,第八類學群,1,8,26-8,--,頂標,頂標,頂標,--,--,頂標,--,,,,,
中山大學,27,國立中山大學,中山,2701,中國文學系,中國文學系,第一類學群,10,1,27-1,--,前標,均標,--,--,均標,--,--,,,,,
中山大學,27,國立中山大學,中山,2702,外國語文學系,外文系,第一類學群,10,1,27-1,--,前標,前標,--,--,前標,--,--,,,,,
中山大學,27,國立中山大學,中山,2703,劇場藝術學系,劇藝系,第一類學群,10,1,27-1,--,均標,均標,--,--,均標,--,--,,,,,
中山大學,27,國立中山大學,中山,2704,企業管理學系,企管系,第一類學群,10,1,27-1,--,均標,均標,--,均標,--,--,--,,,,,
中山大學,27,國立中山大學,中山,2705,資訊管理學系,資管系,第一類學群,10,1,27-1,--,均標,均標,均標,--,--,--,--,,,,,
中山大學,27,國立中山大學,中山,2706,財務管理學系,財管系,第一類學群,10,1,27-1,--,均標,均標,均標,--,--,--,--,,,,,
中山大學,27,國立中山大學,中山,2707,國際經營管理全英語學士學位學程,國經管學程,第一類學群,10,1,27-1,--,--,均標,--,均標,均標,--,--,,,,,
中山大學,27,國立中山大學,中山,2708,政治經濟學系,政經系,第一類學群,10,1,27-1,--,--,均標,均標,均標,--,--,--,,,,,
中山大學,27,國立中山大學,中山,2709,社會學系,社會系,第一類學群,10,1,27-1,--,--,均標,均標,均標,均標,--,--,,,,,
中山大學,27,國立中山大學,中山,2710,人文暨科技跨領域學系,人科系,第一類學群,10,1,27-1,--,均標,均標,均標,前標,--,--,--,,,,,
中山大學,27,國立中山大學,中山,2711,化學系,化學系,第二類學群,16,2,27-2,--,--,均標,均標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2712,化學系英語組,化學英語組,第二類學群,16,2,27-2,--,--,前標,均標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2713,物理學系,物理學系,第二類學群,16,2,27-2,--,均標,均標,均標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2714,物理學系量子科技組(全英),物理系全英,第二類學群,16,2,27-2,--,--,均標,均標,--,--,均標,A級,,,,,
中山大學,27,國立中山大學,中山,2715,應用數學系,應數系,第二類學群,16,2,27-2,--,均標,均標,前標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2716,應用數學系英語組,應數英語組,第二類學群,16,2,27-2,--,均標,前標,前標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2717,電機工程學系,電機系,第二類學群,16,2,27-2,--,--,前標,頂標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2718,機械與機電工程學系,機電系,第二類學群,16,2,27-2,--,--,--,前標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2719,機械與機電工程學系全英語組,機電系全英,第二類學群,16,2,27-2,--,--,前標,均標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2720,資訊工程學系,資工系,第二類學群,16,2,27-2,--,--,前標,頂標,--,--,頂標,--,,,,,
中山大學,27,國立中山大學,中山,2721,資訊工程學系全英語學士班,資工全英班,第二類學群,16,2,27-2,--,--,頂標,頂標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2722,光電工程學系,光電系,第二類學群,16,2,27-2,--,均標,前標,前標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2723,材料與光電科學學系,材光系,第二類學群,16,2,27-2,--,均標,均標,前標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2724,材料與光電科學學系全英語組,材光全英組,第二類學群,16,2,27-2,--,--,前標,前標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2725,海洋環境及工程學系,海工系,第二類學群,16,2,27-2,--,--,均標,均標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2726,海洋科學系,海科系,第二類學群,16,2,27-2,--,均標,均標,均標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2727,生物科學系,生物科學系,第三類學群,5,3,27-3,--,均標,均標,均標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2728,生物科學系英語組,生科英語組,第三類學群,5,3,27-3,--,均標,均標,均標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2729,海洋生物科技暨資源學系,海資系,第三類學群,5,3,27-3,--,--,均標,均標,均標,--,均標,B級,,,,,
中山大學,27,國立中山大學,中山,2730,生物醫學科技學系全英語學士班生物醫學組,醫科系生醫,第三類學群,5,3,27-3,--,均標,均標,均標,--,--,均標,--,,,,,
中山大學,27,國立中山大學,中山,2731,生物醫學科技學系全英語學士班生醫工程組,醫科系醫工,第三類學群,5,3,27-3,--,均標,均標,均標,--,--,前標,--,,,,,
中山大學,27,國立中山大學,中山,2732,音樂學系,音樂學系,第四類學群,1,4,27-4,是,後標,後標,--,--,--,--,--,均標,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2801,傳統音樂學系南管樂,傳音系南管,第一類學群,3,1,28-1,--,均標,均標,--,--,均標,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2802,傳統音樂學系北管樂,傳音系北管,第一類學群,3,1,28-1,--,均標,均標,--,--,均標,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2803,傳統音樂學系音樂理論,傳音系理論,第一類學群,3,1,28-1,--,均標,均標,--,--,均標,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2804,戲劇學系,戲劇系,第一類學群,3,1,28-1,--,頂標,前標,--,--,前標,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2805,電影創作學系,電影系,第一類學群,3,1,28-1,--,頂標,前標,--,--,均標,--,B級,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2806,劇場設計學系,劇設系,第二類學群,1,2,28-2,--,前標,前標,均標,前標,--,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2807,音樂學系,音樂系,第四類學群,1,4,28-4,是,均標,均標,--,--,--,--,B級,頂標,,頂標,,頂標
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2808,音樂與影像跨域學士學位學程,音像學程,第四類學群,1,4,28-4,是,均標,均標,--,--,--,--,B級,,,均標,均標,均標
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2809,美術學系,美術系,第五類學群,2,5,28-5,是,均標,均標,--,--,--,--,B級,前標,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2810,新媒體藝術學系,新媒系,第五類學群,2,5,28-5,--,前標,前標,前標,--,--,--,--,,,,,
"台北藝術大學,國立台北藝術大學,臺北藝術大學",28,國立臺北藝術大學,北藝大,2811,動畫學系,動畫系,第五類學群,2,5,28-5,是,均標,均標,--,--,均標,--,B級,均標,均標,均標,,
,30,長庚大學,長庚,3001,醫務管理學系,醫管系,第一類學群,6,1,30-1,--,--,均標,後標,均標,--,--,--,,,,,
,30,長庚大學,長庚,3002,工商管理學系(雙聯學位組）,工商系雙聯,第一類學群,6,1,30-1,--,--,後標,--,--,--,--,--,,,,,
,30,長庚大學,長庚,3003,工業設計學系,工設系,第一類學群,6,1,30-1,--,--,均標,--,--,--,--,--,,,,,
,30,長庚大學,長庚,3004,資訊管理學系,資管系,第一類學群,6,1,30-1,--,--,--,--,均標,--,--,--,,,,,
,30,長庚大學,長庚,3005,數位金融科技學系(甲組),數金系甲組,第一類學群,6,1,30-1,--,--,後標,均標,--,--,--,--,,,,,
,30,長庚大學,長庚,3006,數位金融科技學系(乙組),數金系乙組,第一類學群,6,1,30-1,--,--,後標,--,均標,--,--,--,,,,,
,30,長庚大學,長庚,3007,電機工程學系,電機系,第二類學群,8,2,30-2,--,--,--,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3008,機械工程學系,機械系,第二類學群,8,2,30-2,--,--,--,後標,--,--,--,--,,,,,
,30,長庚大學,長庚,3009,化工與材料工程學系(化學工程組),化材系化工,第二類學群,8,2,30-2,--,--,均標,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3010,化工與材料工程學系(材料工程組),化材系材料,第二類學群,8,2,30-2,--,--,均標,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3011,電子工程學系,電子系,第二類學群,8,2,30-2,--,--,--,--,--,--,均標,--,,,,,
,30,長庚大學,長庚,3012,資訊工程學系,資工系,第二類學群,8,2,30-2,--,--,均標,均標,--,--,--,--,,,,,
,30,長庚大學,長庚,3013,生物醫學工程學系,醫工系,第二類學群,8,2,30-2,--,--,--,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3014,人工智慧學系,人工智慧系,第二類學群,8,2,30-2,--,--,均標,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3015,中醫學系,中醫系,第三類學群,8,3,30-3,--,頂標,頂標,頂標,--,--,頂標,--,,,,,
,30,長庚大學,長庚,3016,護理學系,護理系,第三類學群,8,3,30-3,--,--,均標,底標,後標,--,均標,--,,,,,
,30,長庚大學,長庚,3017,醫學生物技術暨檢驗學系,醫技系,第三類學群,8,3,30-3,--,--,均標,--,--,--,均標,--,,,,,
,30,長庚大學,長庚,3018,醫學影像暨放射科學系,醫放系,第三類學群,8,3,30-3,--,--,均標,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3019,物理治療學系,物治系,第三類學群,8,3,30-3,--,均標,均標,--,--,--,均標,--,,,,,
,30,長庚大學,長庚,3020,職能治療學系,職治系,第三類學群,8,3,30-3,--,--,均標,--,--,--,均標,--,,,,,
,30,長庚大學,長庚,3021,生物醫學系,生醫系,第三類學群,8,3,30-3,--,--,均標,均標,--,--,均標,--,,,,,
,30,長庚大學,長庚,3022,呼吸治療學系,呼治系,第三類學群,8,3,30-3,--,--,均標,--,--,--,均標,--,,,,,
,30,長庚大學,長庚,3023,醫學系,醫學系,第八類學群,1,8,30-8,--,頂標,頂標,頂標,--,--,頂標,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3101,教育學系,教育學系,第一類學群,11,1,31-1,--,均標,--,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3102,特殊教育學系,特教系,第一類學群,11,1,31-1,--,均標,均標,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3103,幼兒教育學系,幼兒教育系,第一類學群,11,1,31-1,--,均標,均標,--,--,均標,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3104,體育學系,體育學系,第一類學群,11,1,31-1,--,後標,--,--,後標,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3105,語文教育學系,語文教育系,第一類學群,11,1,31-1,--,均標,--,底標,底標,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3106,區域與社會發展學系,區社系,第一類學群,11,1,31-1,--,均標,後標,--,--,均標,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3107,諮商與應用心理學系,諮心系,第一類學群,11,1,31-1,--,均標,後標,--,後標,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3108,臺灣語文學系,台語系,第一類學群,11,1,31-1,--,均標,--,--,--,均標,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3109,英語學系,英語學系,第一類學群,11,1,31-1,--,--,均標,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3110,國際企業學系,國企系,第一類學群,11,1,31-1,--,均標,均標,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3111,文化創意產業設計與營運學系,文創設營系,第一類學群,11,1,31-1,--,--,後標,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3112,全校不分系學士學位學程,不分系,第二類學群,5,2,31-2,--,均標,--,--,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3113,數學教育學系,數教系,第二類學群,5,2,31-2,--,--,--,後標,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3114,科學教育與應用學系,科教系,第二類學群,5,2,31-2,--,--,--,--,--,--,後標,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3115,資訊工程學系,資工系,第二類學群,5,2,31-2,--,--,均標,均標,--,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3116,數位內容科技學系,數位系,第二類學群,5,2,31-2,--,--,後標,--,均標,--,--,--,,,,,
"台中教育大學,國立台中教育大學,臺中教育大學",31,國立臺中教育大學,中教,3117,美術學系,美術學系,第五類學群,1,5,31-5,是,後標,--,--,--,--,--,--,均標,後標,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3201,教育學系,教育系,第一類學群,11,1,32-1,--,均標,均標,--,均標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3202,教育經營與管理學系,教經系,第一類學群,11,1,32-1,--,均標,均標,--,均標,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3203,幼兒與家庭教育學系,幼教系,第一類學群,11,1,32-1,--,均標,均標,--,均標,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3204,特殊教育學系,特教系,第一類學群,11,1,32-1,--,均標,均標,--,均標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3205,心理與諮商學系,心諮系,第一類學群,11,1,32-1,--,均標,均標,--,前標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3206,社會與區域發展學系,社發系,第一類學群,11,1,32-1,--,--,均標,--,均標,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3207,兒童英語教育學系,兒英系,第一類學群,11,1,32-1,--,均標,頂標,--,均標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3208,語文與創作學系語文師資組,語創師資組,第一類學群,11,1,32-1,--,前標,均標,--,均標,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3209,語文與創作學系文學創作組,語創創作組,第一類學群,11,1,32-1,--,前標,均標,--,--,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3210,文化創意產業經營學系,文創系,第一類學群,11,1,32-1,--,均標,均標,均標,均標,均標,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3211,藝術與造形設計學系設計組,藝設系設計,第一類學群,11,1,32-1,--,均標,均標,--,均標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3212,數學暨資訊教育學系數學組,數資數學組,第二類學群,5,2,32-2,--,均標,--,均標,--,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3213,數學暨資訊教育學系人工智慧與資訊教育組,數資AI資教,第二類學群,5,2,32-2,--,--,均標,均標,--,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3214,自然科學教育學系,自然系,第二類學群,5,2,32-2,--,均標,--,均標,--,--,均標,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3215,資訊科學系,資科系,第二類學群,5,2,32-2,--,均標,均標,均標,--,--,均標,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3216,數位科技設計學系,數位系,第二類學群,5,2,32-2,--,均標,均標,--,均標,--,--,--,,,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3217,藝術與造形設計學系藝術組,藝設系藝術,第五類學群,1,5,32-5,是,均標,後標,--,後標,均標,--,--,均標,均標,,,
"台北教育大學,國立台北教育大學,臺北教育大學",32,國立臺北教育大學,國北教,3218,體育學系,體育學系,第七類學群,1,7,32-7,是,後標,後標,底標,底標,--,--,--,均標,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3301,教育學系,教育學系,第一類學群,10,1,33-1,--,後標,--,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3302,諮商與輔導學系,諮輔系,第一類學群,10,1,33-1,--,均標,均標,--,均標,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3303,特殊教育學系,特教系,第一類學群,10,1,33-1,--,均標,--,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3304,幼兒教育學系,幼教系,第一類學群,10,1,33-1,--,均標,後標,--,--,後標,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3305,文化與自然資源學系,文資系,第一類學群,10,1,33-1,--,--,--,--,--,均標,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3306,國語文學系,國文系,第一類學群,10,1,33-1,--,均標,--,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3307,英語學系,英語系,第一類學群,10,1,33-1,--,均標,均標,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3308,戲劇創作與應用學系,戲劇系,第一類學群,10,1,33-1,--,均標,均標,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3309,行政管理學系,行管系,第一類學群,10,1,33-1,--,均標,均標,--,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3310,經營與管理學系,經管系,第一類學群,10,1,33-1,--,--,均標,--,均標,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3311,應用數學系,應用數學系,第二類學群,6,2,33-2,--,--,--,均標,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3312,數位學習科技學系,數位系,第二類學群,6,2,33-2,--,--,--,--,後標,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3313,材料科學系,材料系,第二類學群,6,2,33-2,--,--,--,均標,--,--,均標,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3314,資訊工程學系,資工系,第二類學群,6,2,33-2,--,--,均標,均標,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3315,電機工程學系,電機系,第二類學群,6,2,33-2,--,--,均標,均標,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3316,綠色能源科技學系,綠能系,第二類學群,6,2,33-2,--,--,--,後標,--,--,--,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3317,生物科技學系,生科系,第三類學群,2,3,33-3,--,--,--,--,--,--,均標,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3318,生態暨環境資源學系,生態系,第三類學群,2,3,33-3,--,--,--,--,--,--,底標,--,,,,,
"台南大學,國立台南大學,臺南大學",33,國立臺南大學,南大,3319,體育學系,體育學系,第七類學群,1,7,33-7,是,--,--,--,--,--,--,--,後標,,,,
東華大學,34,國立東華大學,東華,3401,企業管理學系管理科學組,企管管科組,第一類學群,30,1,34-1,--,--,後標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3402,企業管理學系經營管理組,企管經管組,第一類學群,30,1,34-1,--,--,後標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3403,會計學系,會計系,第一類學群,30,1,34-1,--,--,後標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3404,資訊管理學系人工智慧與大數據組,資管智慧組,第一類學群,30,1,34-1,--,--,--,均標,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3405,資訊管理學系人工智慧與商務組,資管商務組,第一類學群,30,1,34-1,--,--,--,--,均標,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3406,國際企業學系,國企系,第一類學群,30,1,34-1,--,--,均標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3407,財務金融學系,財金系,第一類學群,30,1,34-1,--,--,後標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3408,觀光暨休閒遊憩學系,觀遊系,第一類學群,30,1,34-1,--,--,--,--,--,後標,--,--,,,,,
東華大學,34,國立東華大學,東華,3409,管理學院管理科學與財金國際學士學位學程,管財國際班,第一類學群,30,1,34-1,--,--,--,--,--,底標,--,--,,,,,
東華大學,34,國立東華大學,東華,3410,管理學院會計與資訊管理國際學士班,會資國際班,第一類學群,30,1,34-1,--,--,--,後標,後標,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3411,管理學院數位行銷與服務創新國際學士班,數位行銷班,第一類學群,30,1,34-1,--,均標,--,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3412,華文文學與創作學系,華文系,第一類學群,30,1,34-1,--,後標,--,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3413,中國語文學系,中文系,第一類學群,30,1,34-1,--,均標,--,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3414,英美語文學系,英美系,第一類學群,30,1,34-1,--,--,後標,--,--,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3415,臺灣文化學系,臺灣系,第一類學群,30,1,34-1,--,--,--,--,--,後標,--,--,,,,,
東華大學,34,國立東華大學,東華,3416,歷史學系,歷史系,第一類學群,30,1,34-1,--,--,--,--,--,均標,--,--,,,,,
東華大學,34,國立東華大學,東華,3417,經濟學系,經濟系,第一類學群,30,1,34-1,--,--,--,--,均標,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3418,諮商與臨床心理學系,諮臨系,第一類學群,30,1,34-1,--,--,均標,--,均標,--,--,--,,,,,
東華大學,34,國立東華大學,東華,3419,社會學系,社會系,第一類學群,30,1,34-1,--,--,--,--,--,均標,--,--,,,,,
東華大學,34,國立東華大學,東華,3420,公共行政學系,公行系,第一類學群,30,1,34-1,--,--,--,--,--,均標,--,--,,,,,
東華大學,34,國立東華大學,東華,3421,法律學系,法律系,第一類學群,30,1,34-1,--,--,--,--,--,均標,--,--,,,,,
